721   J1412-6111    mlc+01     0.52915639797            4  mlc+01     1.88980045187         13  mlc+01     311.8          9  mlc+01     5.28   5.28     ymw17
722   J1412-6145    mlc+01     0.315224970657          12  mlc+01     3.17233751475         12  mlc+01     514.4          4  pkj+13     7.12   7.12     ymw17
723   J1412+7922    zhi+11     0.059198212396           7  zhi+11     16.8924019751         20  zhi+11     *              0  *          *      *        *
724   J1413-6141    kbm+03     0.28562462018           16  kbm+03     3.5010987476          20  kbm+03     670.6          4  pkj+13     8.49   8.49     ymw17
725   J1413-6205    sdz+10     0.10974069969            3  sdz+10     9.112389504            2  sdz+10     *              0  *          2.15   *        *

726   J1413-6222    mlc+01     0.29240770249            3  mlc+01     3.4198825526           3  mlc+01     808.1         12  mlc+01     13.09  13.09    ymw17
727   B1409-62      jlm+92     0.394945790784           2  jml+95     2.531993056604        13  jml+95     121.98         6  jml+95     3.04   3.04     ymw17
728   J1414-6802    ebvb01     4.6301880619             4  ebvb01     0.215973948926        19  ebvb01     153.5          6  ebvb01     5.42   5.42     ymw17
729   J1415-6621    ebvb01     0.39247897310            5  hfs+04     2.5479071964           3  hfs+04     260.17         7  hfs+04     10.45  10.45    ymw17
730   J1416-5033    bbb+12     0.794882546              2  bbb+12     1.258047500            4  bbb+12     58.5           3  bbb+12     1.42   1.42     ymw17

731   J1416-6037    mlc+01     0.29558048193            3  mlc+01     3.3831733187           3  mlc+01     289.2         10  mlc+01     5.08   5.08     ymw17
732   J1417-4402    crr+16     0.0026642160             4  crr+16     375.34494              6  crr+16     55.00          3  crr+16     4.40   2.16     ymw17
733   J1418-3921    mld+96     1.09680600340            2  dsb+98     0.911738262646        17  dsb+98     60.49          1  dsb+98     4.08   4.08     ymw17
734   J1418-5945    kbm+03     1.6725956812             3  kbm+03     0.59787312095         11  kbm+03     369           15  kbm+03     6.14   6.14     ymw17
735   J1418-6058    aaa+09c    0.110573011690          13  rkp+11     9.043798163            1  rkp+11     *              0  *          1.89   *        *

736   B1417-54      mlt+78     0.9357719221             3  nmc81      1.0686364662           4  nmc81      129.6         12  nmc81      4.40   4.40     ymw17
737   J1420-5625    hfs+04     0.03411713084786        12  hfs+04     29.31078830923        10  hfs+04     64.56          9  hfs+04     1.33   1.33     ymw17
738   J1420-6048    dkm+01     0.06817987659            2  dkm+01     14.667084337           5  dkm+01     360.15         6  pkj+13     5.63   5.63     ymw17
739   J1421-4409    kbj+17     0.00638572883816         3  kbj+17     156.5991956978         8  kbj+17     54.635         4  kbj+17     2.08   2.08     ymw17
740   J1422-6138    pga+13     0.34096785164           12  pga+13     2.932827817            1  pga+13     *              0  *          *      *        *

741   J1423-6953    ebvb01     0.333410710172           3  jbo+09     2.99930377007          3  jbo+09     123.98        12  jbo+09     4.70   4.70     ymw17
742   J1424-5556    hfs+04     0.770374845874          18  hfs+04     1.29806938188          3  hfs+04     198.7         20  hfs+04     6.20   6.20     ymw17
743   J1424-56      kle+10     1.427                    0  kkl+11         0.700771           0  kkl+11     32.9          11  kkl+11     0.95   0.95     ymw17
744   J1424-5822    kbm+03     0.366734060217           6  kbm+03     2.72677154505          5  kbm+03     323.9          6  kbm+03     6.70   6.70     ymw17
745   J1424-6438    kbm+03     1.02350369913            9  kbm+03     0.97703603890          9  kbm+03     248            5  kbm+03     6.08   6.08     ymw17

746   J1425-5723    kbm+03     0.35326292024            8  kbm+03     2.8307527983           7  kbm+03     43.4          13  kbm+03     1.06   1.06     ymw17
747   J1425-5759    kbm+03     0.70786760576            4  kbm+03     1.41269354871          8  kbm+03     325            5  kbm+03     7.63   7.63     ymw17
748   J1425-6210    mlc+01     0.50173030987            8  mlc+01     1.9931026297           3  mlc+01     430.1         17  mlc+01     6.85   6.85     ymw17
749   J1427-4158    jbo+09     0.586485556229          18  jbo+09     1.70507182893          6  jbo+09     71             3  jbo+09     4.56   4.56     ymw17
750   B1424-55      mlt+78     0.570290462862           7  smd93      1.75349241329          3  smd93      82.4           6  nmc81      1.90   1.90     ymw17

751   J1429-5911    sdz+10     0.11584261008            3  sdz+10     8.632402182            2  sdz+10     *              0  *          1.95   *        *
752   J1429-5935    mlc+01     0.76391483053            8  mlc+01     1.30904645391         12  mlc+01     456.7         20  mlc+01     7.69   7.69     ymw17
753   B1426-66      lvw68      0.785440757324           8  smd93      1.273170497807        13  smd93      65.3           1  mka+73     1.33   1.33     ymw17
754   J1431-4715    btb+15     0.0020119534425332       9  btb+15     497.0293938516         3  btb+15     59.35          1  btb+15     1.82   1.82     ymw17
755   J1431-5740    bbb+13     0.0041105439567658      12  bbb+13     243.27680485062        8  bbb+13     131.46         3  bbb+13     3.55   3.55     ymw17

756   J1432-5032    kjv+10     2.0349894792             3  bbb+12     0.49140303192          8  bbb+12     113            1  bbb+12     5.28   5.28     ymw17
757   J1433+00      dsm+16     *                        0  *          *                      0  *          23.5           0  dsm+16     2.99   2.99     ymw17
758   J1433-6038    kel+09     1.9544296353             5  kel+09     0.51165822598         14  kel+09     409            2  kel+09     6.22   6.22     ymw17
759   J1434-6006    kbm+03     0.30636786268            4  kbm+03     3.2640499276           5  kbm+03     332            4  kbm+03     5.30   5.30     ymw17
760   J1434-6029    mlc+01     0.96334832315           16  mlc+01     1.03804613136         17  mlc+01     282            3  mlc+01     4.81   4.81     ymw17

761   J1434+7257    slr+14     0.04174114783993         3  slr+14     23.957175395244       18  slr+14     12.605         1  slr+14     0.97   0.97     ymw17
762   J1435-5954    hfs+04     0.472995435514          16  hfs+04     2.11418530691          7  hfs+04     44.26         11  hfs+04     1.06   1.06     ymw17
763   J1435-6100    clm+01     0.009347972210248        7  clm+01     106.97507197376        8  clm+01     113.7          6  clm+01     2.81   2.81     ymw17
764   J1437-5959    cng+09     0.0616961234035          9  cng+09     16.2084738041          3  cng+09     549.6         11  cng+09     8.55   8.55     ymw17
765   J1437-6146    hfs+04     0.46761632345            7  hfs+04     2.1385053298           3  hfs+04     200.5         13  hfs+04     4.25   4.25     ymw17

766   J1439-5501    fsk+04     0.028634888190455       12  lfl+06     34.922434246953       14  lfl+06     14.56          5  lfl+06     0.65   0.65     ymw17
767   J1439+76      kkl+15     0.947903                 2  kkl+15     1.054960               3  kkl+15     22.29          2  kkl+15     2.05   2.05     ymw17
768   B1436-63      mlt+78     0.45960536385            3  nmc81      2.17577965501         15  nmc81      124.2          5  nmc81      3.45   3.45     ymw17
769   J1441-6137    kbm+03     1.17584002290           10  kbm+03     0.85045582777          8  kbm+03     166            3  kbm+03     3.88   3.88     ymw17
770   J1443-5122    kjv+10     0.7320612647             5  bbb+12     1.3660058908          10  bbb+12     87.0           7  bbb+12     2.98   2.98     ymw17

771   J1444-5941    mlc+01     2.7602279448             6  mlc+01     0.36228891961          7  mlc+01     177.1         19  mlc+01     3.84   3.84     ymw17
772   J1444-6026    mll+06     4.7585755679             2  mlk+09     0.210146920172         9  mlk+09     367.7         14  mlk+09     5.82   5.82     ymw17
773   J1446-4701    kjb+12     0.00219469577985001      7  nbb+14     455.644016442381      13  nbb+14     55.83202      14  nbb+14     1.57   1.57     ymw17
774   J1449-5846    kbm+03     0.463329577191          18  kbm+03     2.15829087809          9  kbm+03     216.6         18  kbm+03     4.17   4.17     ymw17
775   J1452-5851    mlc+01     0.38662501748            3  mlc+01     2.58648549575         20  mlc+01     260.5          2  pkj+13     4.50   4.50     ymw17

776   J1452-6036    kbm+03     0.1549913579183          8  kbm+03     6.45197263532          4  kbm+03     349.54         2  pkj+13     6.14   6.14     ymw17
777   J1453+1902    lmcs07     0.0057923027385756       3  abb+18     172.642909932901       6  abb+18     14.0559        6  abb+18     1.27   1.27     ymw17
778   B1449-64      lvw69a     0.1794847539641         11  smd93      5.57150386266          4  smd93      71.248         2  pkj+13     2.80   1.44     ymw17
779   J1454-5846    clm+01     0.04524877299803        11  clm+01     22.10004678013         5  clm+01     115.95        16  clm+01     2.98   2.98     ymw17
780   J1455-3330    lnl+95     0.00798720480610417      4  abb+18     125.2002451766051      5  abb+18     13.5698        3  abb+18     1.01   0.68     ymw17

781   J1455-59      kek+13     0.1761912                2  kek+13     5.675652               7  kek+13     498.0          0  kek+13     6.69   6.69     ymw17
782   J1456-48      bcm+15     0.53681                  0  bcm+15         1.862857           0  bcm+15     133.0          0  bcm+15     9.34   9.34     ymw17
783   B1451-68      lvw68      0.2633768148933         19  smd93      3.79684142055          3  smd93      8.639          7  pkj+13     0.43   0.44     ymw17
784   B1454-51      mlt+78     1.7483010801             7  nmc81      0.5719838599           3  nmc81      37             5  nmc81      0.99   0.99     ymw17
785   J1457-5900    kbm+03     1.4986374368             4  kbm+03     0.66727280091         18  kbm+03     175            4  kbm+03     3.74   3.74     ymw17

786   J1457-5902    kbm+03     0.39073936418            5  kbm+03     2.5592507223           4  kbm+03     477.2         19  kbm+03     6.37   6.37     ymw17
787   J1459-6053    aaa+09c    0.103150638274          11  rkp+11     9.694559498            1  rkp+11     *              0  *          1.84   *        *
788   J1501-0046    lbr+13     0.4640368139284         82  lbr+13     2.15500143520          4  lbr+13     22.2584       90  lbr+13     2.13   2.13     ymw17
789   J1501-5637    kbm+03     0.7829485661             3  kbm+03     1.2772231067           5  kbm+03     258           10  kbm+03     4.94   4.94     ymw17
790   J1502-5653    hfs+04     0.535504397790           3  hfs+04     1.867398296125         8  hfs+04     194.0          4  hfs+04     3.96   3.96     ymw17

791   J1502-5828    kbm+03     0.66810515091           14  kbm+03     1.4967703791           4  kbm+03     584            4  kbm+03     7.09   7.09     ymw17
792   J1502-6128    kbm+03     0.84210384000            3  kbm+03     1.18750200688          5  kbm+03     256.5         14  kbm+03     5.19   5.19     ymw17
793   J1502-6752    kjb+12     0.02674442376700         6  nbb+14     37.39097199147         8  nbb+14     151.2         18  nbb+14     7.74   7.74     ymw17
794   J1503+2111    clm+05     3.31400150122           12  clm+05     0.301750014184        11  clm+05     3.2603        41  bkk+16     0.24   0.24     ymw17
795   J1504-5621    kbm+03     0.41298519981            3  kbm+03     2.42139427868         18  kbm+03     143            5  kbm+03     3.49   3.49     ymw17

796   B1503-51      mlt+78     0.840738545              3  nmc81      1.189430419            5  nmc81      61.0          17  nmc81      1.38   1.38     ymw17
797   B1504-43      mlt+78     0.28675704522            3  nmc81      3.4872726465           4  nmc81      48.7           5  nmc81      1.39   1.39     ymw17
798   B1503-66      mlt+78     0.35565490117            6  nmc81      2.8117143802           5  nmc81      129.8          5  nmc81      4.79   4.79     ymw17
799   B1508+55      htg+68     0.739681922904           4  hlk+04     1.351932457770         7  hlk+04     19.6191        3  srb+15     2.10   2.07     ymw17
