167   J0855-4658   kbm+03     0.57507238258            4  kbm+03     1.73891153582         13  kbm+03     472.7         12  kbm+03     13.74
168   B0855-61     mlt+78     0.9625085573             3  nmc81      1.0389518020           4  nmc81      95             3  nmc81      0.37
169   B0901-63     mlt+78     0.6603133715             2  nmc81      1.5144324546           5  nmc81      76             7  nmc81      0.36
170   B0903-42     mlt+78     0.9651709987             4  nmc81      1.0360858349           5  nmc81      145.8          5  hfs+04     0.68

171   B0904-74     mlt+78     0.54955311909           12  nmc81      1.8196603117           4  nmc81      51.1          16  nmc81      1.05
172   J0905-4536   mld+96     0.9882805974             2  dsb+98     1.0118583757           3  dsb+98     179.7          0  bbb+12     1.96
173   B0909-71     mlt+78     1.3628899542             5  nmc81      0.7337349556           3  nmc81      54.3          16  nmc81      0.75
174   B0904+77     th69       1.57905                  6  th69       0.63329                3  th69       *              0  *          *
175   J0912-3851   bbj+11     1.526085076              3  bbb+12     0.6552714627          13  bbb+12     71.5           7  tjb+14     0.35

176   J0919-42     bcm+15     0.8126                   0  bcm+15         1.230618           0  bcm+15     57.8           0  bcm+15     0.33
177   J0919-6040   bbb+12     1.2169757230             6  bbb+12     0.8217090786           5  bbb+12     82.5           3  bbb+12     0.36
178   B0917+63     dtws85     1.567994018480           4  hlk+04     0.6377575349233       15  hlk+04     13.15423      18  bkk+16     1.00
179   J0922-4949   mlc+01     0.950288537028           8  mlc+01     1.052311967403         8  mlc+01     237.1          3  mlc+01     2.70
180   B0922-52     mlt+78     0.74629520954           10  nmc81      1.33995232345         18  nmc81      152.9          5  nmc81      0.51

181   B0923-58     mlt+78     0.73950132654            4  dmk+93     1.35226261821          8  dmk+93     57.4           3  hfs+04     0.11
182   J0927+2345   rtj+96     0.76188923605            9  bfrs18     1.31252674625         15  bfrs18     17.24         12  bfrs18     1.09
183   J0928+06     dsm+13     2.0604                   0  dsm+13         0.485343           0  dsm+13     50             0  dsm+13     25.00
184   J0928+30     ttol16     2.0919                   0  ttol16         0.478034           0  ttol16     22             2  ttol16     2.04
185   J0932-3217   ebvb01     1.93162674308           19  ebvb01     0.51769836154          6  ebvb01     102.1          8  ebvb01     0.41

186   J0932-5327   lfl+06     4.3921587127             6  lfl+06     0.22767847553          3  lfl+06     122           11  lfl+06     0.36
187   J0934-4154   ebvb01     0.570409236430          14  ebvb01     1.75312729201          5  ebvb01     113.79        16  ebvb01     0.53
188   B0932-52     mlt+78     1.44477320982            3  dmk+93     0.692150154227        15  dmk+93     100            2  dmk+93     0.35
189   J0941-39     bb10       0.58677841838            3  bb10       1.70422082455          9  bb10       78.2          27  bb10       0.36
190   J0941-5244   mld+96     0.65855761432            1  dsb+98     1.51847002943          3  dsb+98     157.94         1  dsb+98     0.40

191   B0940-55     wvl69      0.66436748807            6  smd93      1.50519105458         14  smd93      180.2          5  nmc81      0.30
192   B0941-56     mlt+78     0.808127417142          11  smd93      1.237428626709        17  smd93      159.74        12  hfs+04     0.41
193   B0940+16     mlt+78     1.087417728071          10  hlk+04     0.919609800526         8  hlk+04     20.3402       18  bkk+16     1.49
194   J0943+2253   tdk+93     0.5329747057409          9  bfrs18     1.876261648496         3  bfrs18     27.2508       15  bfrs18     3.56
195   J0943+41     slr+14     2.229489                99  slr+14     0.448533              20  slr+14     21             2  slr+14     2.53

196   B0942-13     mlt+78     0.5702641245619          4  hlk+04     1.7535734003402       10  hlk+04     12.497         3  hlk+04     0.69
197   B0943+10     vazs69     1.09770570486            7  hlk+04     0.91099098381          5  hlk+04     15.31845      90  bkk+16     0.89
198   J0947+2740   rtj+96     0.85101380329            6  bfrs18     1.17506907189          7  bfrs18     29.09          7  bfrs18     25.00
199   J0949-6902   bbb+12     0.64001572416            1  bbb+12     1.56246161188          3  bbb+12     93.0           1  bbb+12     1.68
200   B0950-38     mlt+78     1.3738151214             5  nmc81      0.7278999804           3  nmc81      167            3  nmc81      0.53

201   B0953-52     mlt+78     0.86211773933            5  nmc81      1.15993437367          7  nmc81      156.9          2  nmc81      0.40
202   J0957-06     kkl+15     1.72370                  8  kkl+15     0.58015                3  kkl+15     26.95          2  kkl+15     2.46
203   B0957-47     mlt+78     0.67008576040           18  nmc81      1.4923462922           5  nmc81      92.7          12  nmc81      0.36
204   B0959-54     wvl69      1.43658262920           12  smd93      0.69609640244          6  smd93      130.32        17  hfs+04     0.30
205   J1001-5559   mlc+01     1.66117674023            4  mlc+01     0.601982905120        14  mlc+01     159.3          9  mlc+01     0.43

206   J1001-5939   lfl+06     7.7336402649             8  lfl+06     0.129305212778        13  lfl+06     113            3  lfl+06     1.24
207   J1002-5559   mlc+01     0.7775009067             3  mlc+01     1.2861721336           4  mlc+01     426            4  mlc+01     3.27
208   J1002-5919   ncb+15     0.7134892535             6  ncb+15     1.4015628057          12  ncb+15     347            2  ncb+15     3.17
209   J1006-6311   lml+98     0.8357974680             2  dsb+98     1.1964621075           3  dsb+98     195.99         5  dsb+98     2.38
210   B1010-23     mlt+78     2.51794502050            4  hlk+04     0.397149259359         6  hlk+04     22.51          9  hlk+04     0.98

211   J1012-5830   kbm+03     2.1335912144             3  kbm+03     0.46869334353          7  kbm+03     294            4  kbm+03     2.80
212   B1011-58     jlm+92     0.8199114962             3  jml+95     1.2196438331           5  jml+95     383.9          1  jml+95     3.18
213   J1014-48     bbj+11     1.5088                   2  bbj+11     0.66278                9  bbj+11     87             7  bbj+11     0.38
214   B1014-53     mlt+78     0.7695835272             2  nmc81      1.2994041123           4  nmc81      66.8          18  nmc81      0.12
215   B1015-56     mlt+78     0.50345881546            8  nmc81      1.9862597879           4  nmc81      438.7          5  hfs+04     3.51

216   B1016-16     dtws85     1.804694945768          10  hlk+04     0.554110267968         3  hlk+04     48.82          7  hlk+04     25.00
217   J1020-5921   kbm+03     1.23830534423           11  kbm+03     0.80755526467          8  kbm+03     80             3  kbm+03     0.94
218   J1021-5601   hfs+04     0.67002629761           14  hfs+04     1.4924787334           3  hfs+04     212            8  hfs+04     2.43
219   J1022-5813   kbm+03     1.6437260020             5  kbm+03     0.60837390099         19  kbm+03     714            8  kbm+03     4.24
220   J1032-5206   hfs+04     2.40762231135           12  hfs+04     0.415347538228        19  hfs+04     139            4  hfs+04     2.10

221   J1034-3224   mld+96     1.150590428417          10  hlk+04     0.869118997779         7  hlk+04     50.75          8  hlk+04     1.64
222   J1035-6345   kbm+03     0.579576736318           6  kbm+03     1.725397065370        18  kbm+03     189.7          9  kbm+03     2.17
223   J1036-4926   mld+96     0.510368133101           8  dsb+98     1.95936998246          4  dsb+98     136.529       10  dsb+98     2.31
224   J1036-6559   bbb+12     0.53350188629            6  bbb+12     1.8744076182           3  bbb+12     158.36         9  bbb+12     2.05
225   B1036-58     jlm+92     0.661992094032          11  jml+95     1.51059205845          3  jml+95     72.74          3  jml+95     0.92

226   B1039-19     mlt+78     1.386368074588           3  hlk+04     0.7213091662526       12  hlk+04     33.777        10  hlk+04     2.53
227   B1039-55     mlt+78     1.1708590770             4  nmc81      0.8540737478           3  nmc81      306.5          4  hfs+04     2.79
228   J1048-5838   kle+10     1.231304776630           4  jcs+17     0.812146609824         3  jcs+17     70.7           9  cbmp17     1.01
229   J1049-5833   mlc+01     2.2023250770             3  mlc+01     0.45406557389          5  mlc+01     446.8         15  mlc+01     3.00
230   J1050-5953   scs86      6.4520766                6  kgc+01     0.154988861           13  kgc+01     *              0  *          9.00

231   J1054-6452   hfs+04     1.8400035414             3  hfs+04     0.54347721486          6  hfs+04     234            4  hfs+04     2.34
232   J1055-6022   hfs+04     0.9475584093             3  hfs+04     1.0553439136           3  hfs+04     590            5  hfs+04     3.60
233   J1055-6905   ebvb01     2.9193969868             3  ebvb01     0.34253649110          4  ebvb01     142.8          4  ebvb01     2.03
234   J1056-5709   mlc+01     0.67608189374            8  mlc+01     1.47911075457         16  mlc+01     436.5         18  mlc+01     3.06
235   J1057-4754   ebvb01     0.628305878552           7  jbo+09     1.591581479875        18  jbo+09     60             8  ebvb01     0.64

236   J1057-5851   cwp+17     0.62036503134           12  cwp+17     1.6119541713           3  cwp+17     *              0  *          *
237   B1056-78     mlt+78     1.3474021612             4  nmc81      0.7421689150           3  nmc81      51             2  nmc81      1.44
238   J1058-5957   kbm+03     0.616270272343          16  kbm+03     1.62266467308          5  kbm+03     334.0         11  kbm+03     2.59
239   B1056-57     mlt+78     1.18499893354            3  dmk+93     0.84388261601          3  dmk+93     108.7          3  hfs+04     1.64
240   J1101+65     slr+14     3.63132                 53  slr+14     0.27538                5  slr+14     19             3  slr+14     1.90

241   J1106-6438   hfs+04     2.7179341360             3  hfs+04     0.36792650225          4  hfs+04     203            3  hfs+04     2.15
242   B1105-59     mlt+78     1.5165309654            12  nmc81      0.6593996580           6  nmc81      158.4         11  hfs+04     1.91
